time,latitude,longitude,altitude,speed,bearing,num_of_satellites,HDOP
52941.56976,5446.00277,2522.675599,121.9077088,32.71951949,29.39116695,14.68796763,0.688725937
52942.40241,5446.006219,2522.679528,121.9757891,32.72562147,29.35296792,14.6915879,0.688569853
52943.23505,5446.009668,2522.683457,122.0438694,32.73172345,29.3147689,14.69520817,0.68841377
52944.06769,5446.013117,2522.687386,122.1119498,32.73782543,29.27656987,14.69882844,0.688257687
52944.90034,5446.016566,2522.691315,122.1800301,32.74392741,29.23837085,14.70244871,0.688101603
52945.73298,5446.020015,2522.695244,122.2481104,32.75002939,29.20017183,14.70606898,0.68794552
52946.56563,5446.023464,2522.699173,122.3161908,32.75613137,29.1619728,14.70968925,0.687789436
52947.39827,5446.026913,2522.703102,122.3842711,32.76223335,29.12377378,14.71330952,0.687633353
52948.23092,5446.030362,2522.707031,122.4523514,32.76833533,29.08557475,14.71692979,0.68747727
52949.06356,5446.033811,2522.71096,122.5204317,32.77443731,29.04737573,14.72055006,0.687321186
52949.8962,5446.03726,2522.714889,122.5885121,32.78053929,29.00917671,14.72417033,0.687165103
52950.72885,5446.040709,2522.718818,122.6565924,32.78664127,28.97097768,14.7277906,0.687009019
52951.56149,5446.044158,2522.722747,122.7246727,32.79274325,28.93277866,14.73141087,0.686852936
52952.39414,5446.047607,2522.726676,122.792753,32.79884523,28.89457963,14.73503114,0.686696853
52953.22678,5446.051056,2522.730605,122.8608334,32.80494721,28.85638061,14.73865142,0.686540769
52954.05942,5446.054505,2522.734535,122.9289137,32.81104919,28.81818158,14.74227169,0.686384686
52954.89207,5446.057954,2522.738464,122.996994,32.81715117,28.77998256,14.74589196,0.686228602
52955.72471,5446.061403,2522.742393,123.0650743,32.82325315,28.74178354,14.74951223,0.686072519
52956.55736,5446.064852,2522.746322,123.1331547,32.82935513,28.70358451,14.7531325,0.685916436
52957.39,5446.068301,2522.750251,123.201235,32.83545711,28.66538549,14.75675277,0.685760352
52958.22265,5446.07175,2522.75418,123.2693153,32.84155909,28.62718646,14.76037304,0.685604269
52959.05529,5446.075199,2522.758109,123.3373957,32.84766107,28.58898744,14.76399331,0.685448186
52959.88793,5446.078648,2522.762038,123.405476,32.85376305,28.55078842,14.76761358,0.685292102
52960.72058,5446.082097,2522.765967,123.4735563,32.85986503,28.51258939,14.77123385,0.685136019
52961.55322,5446.085546,2522.769896,123.5416366,32.86596701,28.47439037,14.77485412,0.684979935
